customer_id,customer_name,segment,age_band,province,risk_band,created_date,snapshot_date,is_active
CUST00001278,Suman Rai,SENIOR,35-44,Sudurpashchim,LOW,2025-01-11,2026-01-01,true
CUST00001279,Anika Thapa,RETAIL,18-24,Karnali,LOW,2024-02-07,2026-01-01,true
CUST00001280,Kiran Thapa,STUDENT,18-24,Gandaki,LOW,2018-02-16,2026-01-01,true
CUST00001281,Aarav Shrestha,SME,35-44,Gandaki,LOW,2024-10-30,2026-01-01,false
CUST00001282,Ramesh Thapa,PREMIUM,45-54,Koshi,HIGH,2018-12-24,2026-01-01,true
CUST00001283,Subash Maharjan,STUDENT,45-54,Karnali,LOW,2020-08-05,2026-01-01,true
CUST00001284,Suman Tamang,PREMIUM,45-54,Bagmati,MEDIUM,2023-11-16,2026-01-01,true
CUST00001285,Puja Bista,STUDENT,18-24,Sudurpashchim,MEDIUM,2021-07-15,2026-01-01,true
CUST00001286,Asmita Gurung,STUDENT,55+,Madhesh,HIGH,2019-08-13,2026-01-01,true
CUST00001287,Aarav Maharjan,STUDENT,18-24,Karnali,LOW,2025-02-23,2026-01-01,true
CUST00001288,Kiran Karki,SENIOR,18-24,Koshi,LOW,2019-04-10,2026-01-01,false
CUST00001289,Kiran Thapa,SME,25-34,Gandaki,LOW,2025-10-24,2026-01-01,true
CUST00001290,Maya Maharjan,PREMIUM,25-34,Koshi,HIGH,2020-06-14,2026-01-01,true
CUST00001291,Ramesh Gurung,RETAIL,55+,Sudurpashchim,MEDIUM,2019-08-19,2026-01-01,true
CUST00001292,Rita Shrestha,STUDENT,55+,Gandaki,MEDIUM,2024-10-07,2026-01-01,false
CUST00001293,Aarav Yadav,SME,35-44,Bagmati,MEDIUM,2021-10-02,2026-01-01,false
CUST00001294,Nisha Bista,STUDENT,45-54,Gandaki,LOW,2019-02-22,2026-01-01,true
CUST00001295,Rita Poudel,PREMIUM,35-44,Bagmati,MEDIUM,2020-01-15,2026-01-01,false
CUST00001296,Suman Maharjan,PREMIUM,18-24,Gandaki,MEDIUM,2018-08-08,2026-01-01,true
CUST00001297,Asmita Karki,SME,45-54,Sudurpashchim,LOW,2018-04-24,2026-01-01,true
CUST00001298,Ramesh Karki,SENIOR,18-24,Koshi,MEDIUM,2020-11-08,2026-01-01,true
CUST00001299,Nisha Shrestha,RETAIL,25-34,Karnali,MEDIUM,2025-05-06,2026-01-01,true
CUST00001300,Bikash Shrestha,SENIOR,25-34,Sudurpashchim,MEDIUM,2023-02-26,2026-01-01,true
CUST00001301,Aarav Rai,RETAIL,18-24,Gandaki,MEDIUM,2019-03-20,2026-01-01,true
CUST00001302,Kiran Rai,RETAIL,45-54,Bagmati,MEDIUM,2023-04-05,2026-01-01,true
CUST00001303,Maya Rai,SENIOR,25-34,Karnali,LOW,2018-07-09,2026-01-01,false
CUST00001304,Subash Shrestha,SENIOR,35-44,Madhesh,LOW,2023-12-19,2026-01-01,true
CUST00001305,Nisha Maharjan,STUDENT,25-34,Gandaki,MEDIUM,2022-06-10,2026-01-01,true
CUST00001306,Rita Maharjan,SME,25-34,Sudurpashchim,LOW,2023-06-08,2026-01-01,true
CUST00001307,Puja Yadav,SENIOR,18-24,Gandaki,LOW,2019-05-10,2026-01-01,true
CUST00001308,Rita Shrestha,SENIOR,55+,Lumbini,LOW,2019-02-22,2026-01-01,true
CUST00001309,Subash Maharjan,RETAIL,35-44,Gandaki,LOW,2023-08-29,2026-01-01,false
CUST00001310,Maya Karki,SENIOR,35-44,Gandaki,MEDIUM,2021-08-11,2026-01-01,true
CUST00001311,Subash Gurung,PREMIUM,25-34,Gandaki,LOW,2024-05-12,2026-01-01,true
CUST00001312,Maya Thapa,SME,45-54,Lumbini,LOW,2023-02-16,2026-01-01,true
CUST00001313,Suman Poudel,SENIOR,35-44,Bagmati,LOW,2018-09-15,2026-01-01,true
CUST00001314,Kiran Poudel,SENIOR,25-34,Madhesh,LOW,2020-09-19,2026-01-01,true
CUST00001315,Suman Poudel,SENIOR,35-44,Karnali,HIGH,2022-11-16,2026-01-01,true
CUST00001316,Aarav Maharjan,STUDENT,35-44,Sudurpashchim,HIGH,2018-01-24,2026-01-01,true
CUST00001317,Anika Shrestha,STUDENT,25-34,Bagmati,MEDIUM,2021-02-12,2026-01-01,true
CUST00001318,Aarav Rai,SME,55+,Koshi,LOW,2023-05-04,2026-01-01,true
CUST00001319,Asmita Yadav,SME,25-34,Karnali,HIGH,2017-10-19,2026-01-01,true
CUST00001320,Suman Tamang,SME,45-54,Sudurpashchim,LOW,2023-01-17,2026-01-01,true
CUST00001321,Anika Karki,PREMIUM,25-34,Lumbini,LOW,2024-12-06,2026-01-01,false
CUST00001322,Nisha Maharjan,RETAIL,25-34,Sudurpashchim,MEDIUM,2019-01-17,2026-01-01,false
CUST00001323,Suman Poudel,RETAIL,18-24,Gandaki,LOW,2022-01-29,2026-01-01,false
CUST00001324,Maya Tamang,SENIOR,45-54,Sudurpashchim,MEDIUM,2024-08-20,2026-01-01,true
CUST00001325,Nisha Rai,SENIOR,18-24,Sudurpashchim,MEDIUM,2019-04-25,2026-01-01,false
CUST00001326,Ramesh Yadav,SME,35-44,Lumbini,HIGH,2019-10-08,2026-01-01,true
CUST00001327,Bikash Shrestha,PREMIUM,45-54,Karnali,MEDIUM,2024-06-16,2026-01-01,true
CUST00001328,Aarav Karki,SENIOR,25-34,Lumbini,LOW,2023-10-10,2026-01-01,true
CUST00001329,Suman Gurung,STUDENT,35-44,Karnali,LOW,2024-11-23,2026-01-01,false
CUST00001330,Suman Maharjan,PREMIUM,18-24,Lumbini,LOW,2020-11-05,2026-01-01,true
CUST00001331,Ramesh Tamang,PREMIUM,18-24,Bagmati,LOW,2021-01-29,2026-01-01,true
CUST00001332,Anika Maharjan,PREMIUM,25-34,Bagmati,LOW,2018-08-07,2026-01-01,true
CUST00001333,Aarav Poudel,PREMIUM,35-44,Madhesh,MEDIUM,2022-10-10,2026-01-01,true
CUST00001334,Puja Maharjan,PREMIUM,25-34,Karnali,LOW,2019-07-31,2026-01-01,false
CUST00001335,Puja Poudel,PREMIUM,25-34,Karnali,MEDIUM,2022-03-06,2026-01-01,true
CUST00001336,Anika Yadav,RETAIL,25-34,Sudurpashchim,LOW,2023-08-24,2026-01-01,false
CUST00001337,Kiran Shrestha,SME,55+,Bagmati,HIGH,2025-07-13,2026-01-01,false
CUST00001338,Kiran Gurung,SENIOR,25-34,Sudurpashchim,HIGH,2024-09-30,2026-01-01,true
CUST00001339,Bikash Tamang,RETAIL,45-54,Sudurpashchim,LOW,2021-07-16,2026-01-01,false
CUST00001340,Aarav Rai,STUDENT,35-44,Sudurpashchim,HIGH,2021-08-11,2026-01-01,true
CUST00001341,Subash Rai,SME,45-54,Lumbini,HIGH,2025-11-01,2026-01-01,true
CUST00001342,Bikash Rai,SENIOR,55+,Madhesh,HIGH,2020-02-05,2026-01-01,true
CUST00001343,Ramesh Poudel,SME,18-24,Sudurpashchim,MEDIUM,2020-09-16,2026-01-01,false
CUST00001344,Nisha Karki,SENIOR,18-24,Madhesh,MEDIUM,2025-09-02,2026-01-01,true
CUST00001345,Aarav Yadav,PREMIUM,18-24,Karnali,LOW,2024-07-04,2026-01-01,true
CUST00001346,Aarav Rai,SENIOR,45-54,Lumbini,MEDIUM,2023-01-30,2026-01-01,false
CUST00001347,Bikash Bista,STUDENT,45-54,Sudurpashchim,LOW,2022-09-03,2026-01-01,true
CUST00001348,Subash Poudel,RETAIL,18-24,Sudurpashchim,LOW,2023-01-27,2026-01-01,true
CUST00001349,Ramesh Rai,RETAIL,55+,Sudurpashchim,MEDIUM,2023-11-23,2026-01-01,false
CUST00001350,Ramesh Shrestha,SME,45-54,Sudurpashchim,MEDIUM,2023-08-31,2026-01-01,true
CUST00001351,Anika Thapa,RETAIL,55+,Sudurpashchim,LOW,2024-10-14,2026-01-01,true
CUST00001352,Nisha Bista,RETAIL,25-34,Sudurpashchim,LOW,2017-12-06,2026-01-01,true
CUST00001353,Subash Maharjan,SME,35-44,Sudurpashchim,LOW,2024-04-08,2026-01-01,true
CUST00001354,Rita Tamang,SME,55+,Gandaki,LOW,2024-01-10,2026-01-01,true
CUST00001355,Nisha Poudel,RETAIL,45-54,Gandaki,MEDIUM,2020-04-05,2026-01-01,false
CUST00001356,Asmita Tamang,SME,35-44,Bagmati,LOW,2018-02-24,2026-01-01,false
CUST00001357,Asmita Gurung,STUDENT,35-44,Lumbini,MEDIUM,2018-04-08,2026-01-01,true
CUST00001358,Subash Rai,SENIOR,55+,Koshi,HIGH,2021-12-26,2026-01-01,false
CUST00001359,Aarav Bista,PREMIUM,18-24,Lumbini,LOW,2020-05-11,2026-01-01,true
CUST00001360,Bikash Gurung,PREMIUM,25-34,Koshi,LOW,2022-05-05,2026-01-01,false
CUST00001361,Anika Bista,SME,35-44,Sudurpashchim,HIGH,2020-09-23,2026-01-01,true
CUST00001362,Nisha Maharjan,PREMIUM,25-34,Lumbini,HIGH,2024-05-13,2026-01-01,true
CUST00001363,Ramesh Thapa,STUDENT,45-54,Bagmati,HIGH,2025-07-21,2026-01-01,true
CUST00001364,Rita Gurung,SME,18-24,Gandaki,LOW,2022-05-20,2026-01-01,false
CUST00001365,Subash Shrestha,SME,18-24,Sudurpashchim,LOW,2024-03-05,2026-01-01,true
CUST00001366,Maya Poudel,RETAIL,18-24,Karnali,LOW,2021-05-08,2026-01-01,true
CUST00001367,Subash Gurung,SENIOR,55+,Bagmati,HIGH,2020-08-23,2026-01-01,true
CUST00001368,Rita Bista,RETAIL,35-44,Lumbini,HIGH,2019-11-22,2026-01-01,true
CUST00001369,Kiran Tamang,RETAIL,45-54,Lumbini,LOW,2023-02-18,2026-01-01,true
CUST00001370,Suman Bista,RETAIL,55+,Sudurpashchim,LOW,2021-07-26,2026-01-01,true
CUST00001371,Asmita Poudel,STUDENT,18-24,Lumbini,LOW,2023-11-19,2026-01-01,true
CUST00001372,Subash Yadav,PREMIUM,55+,Bagmati,MEDIUM,2022-12-16,2026-01-01,true
CUST00001373,Kiran Tamang,PREMIUM,25-34,Bagmati,HIGH,2020-01-19,2026-01-01,false
CUST00001374,Bikash Shrestha,RETAIL,18-24,Madhesh,HIGH,2025-09-03,2026-01-01,true
CUST00001375,Rita Poudel,SME,35-44,Sudurpashchim,MEDIUM,2018-01-16,2026-01-01,true
CUST00001376,Rita Karki,PREMIUM,45-54,Koshi,LOW,2019-02-09,2026-01-01,true
CUST00001377,Anika Gurung,RETAIL,55+,Bagmati,MEDIUM,2018-10-28,2026-01-01,false
CUST00001378,Aarav Bista,STUDENT,55+,Sudurpashchim,MEDIUM,2023-03-27,2026-01-01,false
CUST00001379,Subash Tamang,SME,25-34,Madhesh,HIGH,2023-07-20,2026-01-01,false
CUST00001380,Puja Bista,STUDENT,55+,Madhesh,LOW,2021-06-08,2026-01-01,true
CUST00001381,Nisha Yadav,SME,18-24,Koshi,MEDIUM,2021-04-27,2026-01-01,true
CUST00001382,Nisha Gurung,RETAIL,18-24,Sudurpashchim,LOW,2018-03-03,2026-01-01,true
CUST00001383,Puja Thapa,RETAIL,35-44,Sudurpashchim,HIGH,2021-08-18,2026-01-01,true
CUST00001384,Nisha Tamang,SENIOR,35-44,Gandaki,LOW,2025-09-19,2026-01-01,true
CUST00001385,Anika Yadav,RETAIL,25-34,Lumbini,LOW,2021-12-02,2026-01-01,true
CUST00001386,Asmita Bista,RETAIL,45-54,Madhesh,LOW,2018-03-20,2026-01-01,true
CUST00001387,Kiran Thapa,SENIOR,18-24,Karnali,HIGH,2018-01-10,2026-01-01,true
CUST00001388,Anika Thapa,PREMIUM,55+,Gandaki,LOW,2020-10-22,2026-01-01,true
CUST00001389,Puja Karki,PREMIUM,35-44,Lumbini,MEDIUM,2023-03-21,2026-01-01,false
CUST00001390,Aarav Yadav,RETAIL,25-34,Bagmati,MEDIUM,2022-10-01,2026-01-01,true
CUST00001391,Maya Yadav,PREMIUM,25-34,Lumbini,LOW,2020-12-28,2026-01-01,true
CUST00001392,Ramesh Yadav,PREMIUM,18-24,Sudurpashchim,LOW,2021-07-24,2026-01-01,true
CUST00001393,Asmita Thapa,SME,18-24,Gandaki,HIGH,2023-09-28,2026-01-01,true
CUST00001394,Kiran Poudel,STUDENT,45-54,Karnali,MEDIUM,2018-07-30,2026-01-01,false
CUST00001395,Aarav Thapa,SME,45-54,Lumbini,LOW,2023-01-21,2026-01-01,false
CUST00001396,Ramesh Shrestha,RETAIL,35-44,Karnali,MEDIUM,2020-09-22,2026-01-01,true
CUST00001397,Asmita Yadav,SME,45-54,Bagmati,LOW,2018-03-14,2026-01-01,true
CUST00001398,Anika Tamang,PREMIUM,35-44,Gandaki,HIGH,2018-03-03,2026-01-01,true
CUST00001399,Aarav Rai,RETAIL,18-24,Gandaki,LOW,2025-09-04,2026-01-01,true
CUST00001400,Aarav Yadav,RETAIL,35-44,Sudurpashchim,HIGH,2020-09-02,2026-01-01,true
CUST00001401,Rita Maharjan,STUDENT,25-34,Madhesh,LOW,2023-09-06,2026-01-01,true
CUST00001402,Maya Karki,PREMIUM,35-44,Koshi,LOW,2022-06-30,2026-01-01,true
CUST00001403,Nisha Tamang,STUDENT,45-54,Koshi,HIGH,2023-07-17,2026-01-01,false
CUST00001404,Maya Rai,PREMIUM,35-44,Madhesh,HIGH,2024-01-20,2026-01-01,true
CUST00001405,Asmita Rai,RETAIL,45-54,Gandaki,LOW,2025-03-28,2026-01-01,true
CUST00001406,Bikash Gurung,SENIOR,25-34,Karnali,HIGH,2018-04-12,2026-01-01,true
CUST00001407,Ramesh Rai,STUDENT,55+,Koshi,LOW,2022-09-10,2026-01-01,false
CUST00001408,Ramesh Shrestha,RETAIL,25-34,Madhesh,LOW,2020-07-23,2026-01-01,false
CUST00001409,Asmita Maharjan,PREMIUM,25-34,Gandaki,LOW,2017-11-27,2026-01-01,true
CUST00001410,Nisha Tamang,SENIOR,18-24,Gandaki,MEDIUM,2020-03-02,2026-01-01,true
CUST00001411,Aarav Yadav,SENIOR,55+,Gandaki,MEDIUM,2025-10-01,2026-01-01,true
CUST00001412,Nisha Yadav,SME,45-54,Lumbini,LOW,2019-01-05,2026-01-01,true
CUST00001413,Suman Shrestha,PREMIUM,25-34,Sudurpashchim,HIGH,2020-07-16,2026-01-01,true
CUST00001414,Puja Shrestha,SME,18-24,Karnali,LOW,2021-03-23,2026-01-01,true
CUST00001415,Maya Karki,SENIOR,55+,Lumbini,MEDIUM,2018-09-22,2026-01-01,true
CUST00001416,Maya Poudel,PREMIUM,18-24,Gandaki,LOW,2024-10-01,2026-01-01,true
CUST00001417,Rita Gurung,SENIOR,18-24,Gandaki,HIGH,2024-12-25,2026-01-01,true
CUST00001418,Anika Thapa,PREMIUM,25-34,Gandaki,HIGH,2023-07-27,2026-01-01,false
CUST00001419,Suman Shrestha,STUDENT,25-34,Koshi,MEDIUM,2025-06-18,2026-01-01,true
CUST00001420,Subash Maharjan,SENIOR,18-24,Gandaki,LOW,2020-09-17,2026-01-01,true
CUST00001421,Rita Gurung,SME,35-44,Madhesh,LOW,2017-11-05,2026-01-01,true
CUST00001422,Subash Yadav,RETAIL,45-54,Madhesh,MEDIUM,2020-05-05,2026-01-01,false
CUST00001423,Asmita Thapa,SENIOR,35-44,Lumbini,MEDIUM,2019-05-10,2026-01-01,true
CUST00001424,Aarav Karki,STUDENT,55+,Bagmati,LOW,2018-01-11,2026-01-01,false
CUST00001425,Rita Gurung,SME,55+,Lumbini,LOW,2025-07-20,2026-01-01,true
CUST00001426,Subash Bista,SENIOR,45-54,Madhesh,MEDIUM,2023-05-08,2026-01-01,true
CUST00001427,Bikash Shrestha,STUDENT,35-44,Koshi,MEDIUM,2018-02-06,2026-01-01,true
CUST00001428,Aarav Poudel,PREMIUM,25-34,Gandaki,LOW,2020-08-04,2026-01-01,true
CUST00001429,Rita Shrestha,SME,35-44,Karnali,MEDIUM,2018-04-10,2026-01-01,true
CUST00001430,Maya Thapa,SME,35-44,Lumbini,HIGH,2018-11-01,2026-01-01,false
CUST00001431,Kiran Thapa,SENIOR,25-34,Karnali,LOW,2019-09-17,2026-01-01,false
CUST00001432,Subash Poudel,PREMIUM,18-24,Madhesh,MEDIUM,2021-08-01,2026-01-01,true
CUST00001433,Aarav Bista,RETAIL,45-54,Karnali,LOW,2020-06-13,2026-01-01,false
CUST00001434,Rita Tamang,SENIOR,18-24,Lumbini,HIGH,2023-12-03,2026-01-01,true
CUST00001435,Rita Karki,STUDENT,35-44,Karnali,LOW,2019-10-24,2026-01-01,false
CUST00001436,Kiran Poudel,SENIOR,18-24,Gandaki,LOW,2018-01-06,2026-01-01,true
CUST00001437,Subash Tamang,RETAIL,18-24,Gandaki,LOW,2019-07-22,2026-01-01,true
CUST00001438,Puja Gurung,PREMIUM,45-54,Karnali,MEDIUM,2019-09-30,2026-01-01,true
CUST00001439,Suman Thapa,RETAIL,35-44,Bagmati,LOW,2021-06-12,2026-01-01,true
CUST00001440,Kiran Tamang,RETAIL,25-34,Gandaki,MEDIUM,2024-09-20,2026-01-01,false
CUST00001441,Asmita Thapa,SME,55+,Madhesh,LOW,2022-06-13,2026-01-01,true
CUST00001442,Anika Thapa,SENIOR,55+,Koshi,MEDIUM,2022-09-27,2026-01-01,true
CUST00001443,Suman Tamang,SENIOR,35-44,Koshi,MEDIUM,2017-12-11,2026-01-01,true
CUST00001444,Rita Gurung,STUDENT,55+,Karnali,LOW,2024-03-21,2026-01-01,true
CUST00001445,Suman Rai,RETAIL,55+,Sudurpashchim,MEDIUM,2025-06-10,2026-01-01,true
CUST00001446,Maya Karki,STUDENT,55+,Lumbini,MEDIUM,2025-04-15,2026-01-01,true
CUST00001447,Nisha Shrestha,SENIOR,55+,Gandaki,LOW,2025-06-02,2026-01-01,true
CUST00001448,Suman Gurung,RETAIL,55+,Gandaki,LOW,2020-05-24,2026-01-01,true
CUST00001449,Kiran Poudel,PREMIUM,35-44,Koshi,LOW,2020-06-13,2026-01-01,true
CUST00001450,Bikash Yadav,SME,25-34,Bagmati,LOW,2020-01-03,2026-01-01,true
CUST00001451,Ramesh Shrestha,PREMIUM,25-34,Madhesh,LOW,2024-01-04,2026-01-01,true
CUST00001452,Asmita Shrestha,RETAIL,35-44,Sudurpashchim,LOW,2020-05-10,2026-01-01,true
CUST00001453,Nisha Bista,SME,18-24,Bagmati,LOW,2020-03-16,2026-01-01,true
CUST00001454,Bikash Rai,RETAIL,18-24,Bagmati,LOW,2025-02-24,2026-01-01,true
CUST00001455,Anika Shrestha,SME,55+,Gandaki,HIGH,2018-03-11,2026-01-01,true
CUST00001456,Nisha Bista,PREMIUM,45-54,Bagmati,LOW,2020-02-24,2026-01-01,true
CUST00001457,Asmita Maharjan,SENIOR,35-44,Bagmati,MEDIUM,2022-08-15,2026-01-01,true
CUST00001458,Asmita Poudel,SME,55+,Gandaki,HIGH,2022-05-30,2026-01-01,true
CUST00001459,Subash Bista,SENIOR,25-34,Sudurpashchim,MEDIUM,2018-11-05,2026-01-01,true
CUST00001460,Suman Shrestha,PREMIUM,35-44,Sudurpashchim,LOW,2020-09-08,2026-01-01,true
CUST00001461,Suman Gurung,PREMIUM,55+,Gandaki,MEDIUM,2019-01-17,2026-01-01,true
CUST00001462,Nisha Rai,STUDENT,25-34,Karnali,MEDIUM,2022-11-24,2026-01-01,false
CUST00001463,Subash Karki,PREMIUM,55+,Karnali,MEDIUM,2025-09-12,2026-01-01,true
CUST00001464,Anika Karki,PREMIUM,55+,Koshi,HIGH,2023-12-16,2026-01-01,false
CUST00001465,Subash Bista,SME,55+,Karnali,LOW,2024-02-13,2026-01-01,true
CUST00001466,Maya Maharjan,SENIOR,35-44,Madhesh,LOW,2025-02-15,2026-01-01,true
CUST00001467,Asmita Bista,SENIOR,35-44,Karnali,MEDIUM,2024-10-28,2026-01-01,false
CUST00001468,Kiran Karki,SENIOR,45-54,Madhesh,LOW,2024-11-30,2026-01-01,true
CUST00001469,Anika Maharjan,SME,18-24,Lumbini,LOW,2025-11-21,2026-01-01,true
CUST00001470,Puja Bista,SME,35-44,Sudurpashchim,MEDIUM,2019-06-06,2026-01-01,true
CUST00001471,Subash Bista,PREMIUM,45-54,Gandaki,LOW,2021-10-07,2026-01-01,true
CUST00001472,Anika Poudel,SME,45-54,Sudurpashchim,LOW,2023-07-10,2026-01-01,false
CUST00001473,Nisha Maharjan,SENIOR,55+,Sudurpashchim,MEDIUM,2019-06-22,2026-01-01,false
CUST00001474,Anika Poudel,SME,55+,Bagmati,MEDIUM,2020-02-15,2026-01-01,true
CUST00001475,Suman Rai,PREMIUM,55+,Koshi,HIGH,2019-12-29,2026-01-01,false
CUST00001476,Subash Thapa,RETAIL,55+,Gandaki,MEDIUM,2022-09-30,2026-01-01,true
CUST00001477,Nisha Yadav,STUDENT,18-24,Koshi,LOW,2018-11-23,2026-01-01,false
CUST00001478,Anika Gurung,RETAIL,55+,Karnali,MEDIUM,2018-08-03,2026-01-01,true
CUST00001479,Puja Thapa,PREMIUM,35-44,Bagmati,LOW,2022-03-15,2026-01-01,true
CUST00001480,Nisha Thapa,STUDENT,55+,Sudurpashchim,LOW,2022-02-22,2026-01-01,false
CUST00001481,Subash Rai,SENIOR,35-44,Bagmati,HIGH,2022-06-30,2026-01-01,true
CUST00001482,Anika Tamang,PREMIUM,45-54,Sudurpashchim,HIGH,2018-12-21,2026-01-01,true
CUST00001483,Bikash Thapa,SENIOR,45-54,Koshi,LOW,2020-04-19,2026-01-01,true
CUST00001484,Aarav Rai,SME,45-54,Koshi,LOW,2025-02-07,2026-01-01,true
CUST00001485,Suman Gurung,SME,25-34,Koshi,LOW,2021-10-09,2026-01-01,true
CUST00001486,Bikash Bista,STUDENT,35-44,Lumbini,LOW,2020-12-05,2026-01-01,false
CUST00001487,Rita Poudel,RETAIL,35-44,Gandaki,LOW,2025-09-02,2026-01-01,true
CUST00001488,Subash Thapa,RETAIL,55+,Gandaki,MEDIUM,2024-04-24,2026-01-01,true
CUST00001489,Ramesh Gurung,SME,45-54,Koshi,LOW,2019-01-09,2026-01-01,false
CUST00001490,Bikash Bista,SENIOR,18-24,Koshi,MEDIUM,2022-02-28,2026-01-01,true
CUST00001491,Anika Gurung,SENIOR,45-54,Gandaki,LOW,2019-09-23,2026-01-01,true
CUST00001492,Ramesh Rai,STUDENT,55+,Bagmati,HIGH,2021-10-02,2026-01-01,false
CUST00001493,Kiran Bista,STUDENT,35-44,Karnali,HIGH,2019-03-25,2026-01-01,true
CUST00001494,Aarav Gurung,SME,55+,Bagmati,MEDIUM,2019-10-19,2026-01-01,false
CUST00001495,Rita Gurung,SENIOR,45-54,Koshi,LOW,2023-10-30,2026-01-01,true
CUST00001496,Suman Maharjan,STUDENT,55+,Karnali,HIGH,2018-05-30,2026-01-01,false
CUST00001497,Puja Maharjan,SME,25-34,Madhesh,HIGH,2022-06-29,2026-01-01,true
CUST00001498,Aarav Shrestha,STUDENT,18-24,Lumbini,LOW,2020-06-25,2026-01-01,true
CUST00001499,Puja Yadav,STUDENT,25-34,Karnali,LOW,2018-09-08,2026-01-01,true
CUST00001500,Anika Tamang,PREMIUM,55+,Bagmati,HIGH,2018-10-29,2026-01-01,false
CUST00001501,Maya Bista,SENIOR,45-54,Koshi,HIGH,2021-12-22,2026-01-01,true
CUST00001502,Ramesh Gurung,RETAIL,25-34,Lumbini,HIGH,2019-03-04,2026-01-01,true
CUST00001503,Anika Thapa,SME,35-44,Madhesh,HIGH,2022-02-26,2026-01-01,false
CUST00001504,Ramesh Shrestha,SENIOR,55+,Lumbini,HIGH,2023-10-11,2026-01-01,true
CUST00001505,Asmita Karki,SENIOR,55+,Sudurpashchim,LOW,2023-05-17,2026-01-01,true
CUST00001506,Subash Karki,SME,35-44,Lumbini,LOW,2024-05-31,2026-01-01,false
CUST00001507,Bikash Bista,SENIOR,18-24,Sudurpashchim,LOW,2020-02-22,2026-01-01,false
CUST00001508,Bikash Tamang,PREMIUM,25-34,Karnali,LOW,2020-12-09,2026-01-01,false
CUST00001509,Maya Gurung,SME,25-34,Lumbini,LOW,2022-08-22,2026-01-01,true
CUST00001510,Puja Gurung,SENIOR,55+,Gandaki,MEDIUM,2022-02-27,2026-01-01,true
CUST00001511,Puja Tamang,STUDENT,45-54,Bagmati,LOW,2021-07-28,2026-01-01,true
CUST00001512,Puja Karki,PREMIUM,18-24,Lumbini,MEDIUM,2024-11-14,2026-01-01,true
CUST00001513,Anika Thapa,SENIOR,35-44,Koshi,LOW,2018-09-23,2026-01-01,true
CUST00001514,Maya Gurung,RETAIL,25-34,Sudurpashchim,MEDIUM,2019-12-15,2026-01-01,true
CUST00001515,Bikash Tamang,STUDENT,55+,Bagmati,LOW,2021-11-20,2026-01-01,true
CUST00001516,Nisha Rai,SENIOR,45-54,Karnali,MEDIUM,2021-10-31,2026-01-01,true
CUST00001517,Maya Yadav,SME,25-34,Lumbini,HIGH,2019-01-01,2026-01-01,true
CUST00001518,Bikash Tamang,SENIOR,45-54,Sudurpashchim,HIGH,2023-07-29,2026-01-01,true
CUST00001519,Suman Karki,STUDENT,25-34,Karnali,MEDIUM,2022-03-24,2026-01-01,false
CUST00001520,Bikash Bista,STUDENT,45-54,Bagmati,HIGH,2022-10-20,2026-01-01,true
CUST00001521,Bikash Gurung,PREMIUM,18-24,Madhesh,LOW,2023-05-31,2026-01-01,true
CUST00001522,Rita Karki,STUDENT,25-34,Karnali,LOW,2022-06-04,2026-01-01,true
CUST00001523,Subash Rai,RETAIL,25-34,Karnali,LOW,2023-10-03,2026-01-01,true
CUST00001524,Aarav Tamang,RETAIL,18-24,Madhesh,HIGH,2019-07-05,2026-01-01,true
CUST00001525,Bikash Shrestha,SENIOR,18-24,Gandaki,LOW,2025-04-27,2026-01-01,true
CUST00001526,Aarav Karki,STUDENT,25-34,Gandaki,HIGH,2024-07-07,2026-01-01,true
CUST00001527,Nisha Poudel,RETAIL,35-44,Koshi,LOW,2021-07-17,2026-01-01,true
CUST00001528,Asmita Maharjan,SME,25-34,Madhesh,MEDIUM,2021-01-22,2026-01-01,false
CUST00001529,Ramesh Yadav,RETAIL,35-44,Sudurpashchim,LOW,2018-08-30,2026-01-01,false
CUST00001530,Maya Gurung,PREMIUM,18-24,Gandaki,HIGH,2021-09-08,2026-01-01,false
CUST00001531,Subash Karki,PREMIUM,35-44,Madhesh,MEDIUM,2021-04-04,2026-01-01,true
CUST00001532,Asmita Shrestha,SME,55+,Bagmati,LOW,2020-08-06,2026-01-01,false
CUST00001533,Aarav Bista,STUDENT,35-44,Koshi,LOW,2022-08-16,2026-01-01,true
CUST00001534,Anika Tamang,RETAIL,35-44,Karnali,HIGH,2021-05-26,2026-01-01,true
CUST00001535,Ramesh Gurung,SME,55+,Madhesh,LOW,2023-02-05,2026-01-01,true
CUST00001536,Subash Rai,RETAIL,18-24,Sudurpashchim,LOW,2022-03-25,2026-01-01,true
CUST00001537,Asmita Bista,SME,18-24,Bagmati,LOW,2018-06-12,2026-01-01,true
CUST00001538,Asmita Bista,SME,25-34,Madhesh,LOW,2022-12-01,2026-01-01,true
CUST00001539,Maya Karki,RETAIL,55+,Karnali,HIGH,2025-07-24,2026-01-01,true
CUST00001540,Ramesh Yadav,PREMIUM,45-54,Karnali,HIGH,2024-02-01,2026-01-01,true
CUST00001541,Nisha Bista,RETAIL,45-54,Koshi,LOW,2023-04-05,2026-01-01,true
CUST00001542,Aarav Shrestha,SME,45-54,Sudurpashchim,MEDIUM,2025-09-16,2026-01-01,true
CUST00001543,Anika Yadav,STUDENT,25-34,Sudurpashchim,MEDIUM,2021-12-17,2026-01-01,false
CUST00001544,Subash Thapa,RETAIL,55+,Koshi,HIGH,2018-10-30,2026-01-01,true
